product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
part		D38999_26ZC35PN		1					6/19/25	11/28/25		c6e05c040993e4677714e197e2738f900787839c	K SHUTT		Initial Release	
