product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
flagnote		bom_table_item		1					12/9/25	2/22/26				INITIAL RELEASE	
