product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
macro		kicad_pro_to_bom		1					8/23/25	11/4/25				INITIAL RELEASE	
