product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
flagnote		down_right_arrow		1					2/22/26	2/22/26				INITIAL RELEASE	
