product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
macro		kicad_pro_to_system_connector_list		1					8/17/25	11/4/25				INITIAL RELEASE	
