channel_id	signal	connector_name	cavity	connector_mpn	channel_type
out	pos	out	pin	GOALZERO_8MM_BARREL_PLUG	"(11, 'https://github.com/harnice/harnice')"
out	neg	out	ring	GOALZERO_8MM_BARREL_PLUG	"(11, 'https://github.com/harnice/harnice')"
