product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
macro		import_harness_from_harnice_system		1					9/4/25	11/4/25				INITIAL RELEASE	
