mfg	pn	desc	rev	status	releaseticket	library_repo	product	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
	harnice_tblock-11x8.5		1	released					6/22/25	10/30/25				Initial Release	
