product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
cable		none	SHIELDED TWISTED PAIR	1			https://github.com/harnice/harnice-library-public	belden/8762 0602000/	10/18/25	11/12/25		178bc31ac481bdddb9dce0f811a46ff70b2059aa			INITIAL RELEASE	
