product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
device		12vdc_pump	GENERIC PUMP, 12VDC	1					12/16/25	12/16/25		25e29190bb611e9d75b6b91d15257a4ae292ab35	K SHUTT		INITIAL RELEASE	
