channel_id	signal	connector_name	cavity	connector_mpn	channel_type
out	pos	out	pin	GOALZERO_8MM_BARREL	"(11, 'https://github.com/harnice/harnice-library-public')"
out	neg	out	ring	GOALZERO_8MM_BARREL	"(11, 'https://github.com/harnice/harnice-library-public')"
