mfg	pn	desc	rev	status	releaseticket	library_repo	product	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
APPLIED RESEARCH AND TECHNOLOGY	726787	PREAMP, 2CH	1			https://github.com/kenyonshutt/harnice-library-public	device	pro_audio/applied_research_and_technology/	9/21/25	10/21/25				INITIAL RELEASE	
