product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	drawnby	checkedby	revisionupdates	affectedinstances
part		M85049-88_9Z03	backshell	1					8/1/25	8/1/25				INITIAL RELEASE	
