product	mfg	pn	desc	rev	status	releaseticket	library_repo	library_subpath	datestarted	datemodified	datereleased	git_hash_of_harnice_src	drawnby	checkedby	revisionupdates	affectedinstances
device	APPLIED RESEARCH AND TECHNOLOGY	726787	PREAMP, 2CH	1	OBSOLETE		https://github.com/harnice/harnice	pro_audio/applied_research_and_technology/	9/21/25	3/13/26		de1a54c0abbe4cf5455d6daf095b36e16f49a9d5	K SHUTT		INITIAL RELEASE	
device		726787	PREAMP, 2CH	2			https://github.com/harnice/harnice	pro_audio/applied_research_and_technology/	3/13/26	3/15/26		d0e068341ae0b21aa05ad97bcd6751ce20b5a7bb	K SHUTT		BLOCK DIAGRAM SYMBOL IS SVG	
